date,demand_barrels,is_public_holiday,is_promo
2024-03-15,1054.6,0,0
2024-03-16,938.5,0,0
2024-03-17,919.1,0,0
2024-03-18,1023.3,0,0
2024-03-19,982.6,0,0
2024-03-20,912.3,0,0
2024-03-21,1022.9,0,0
2024-03-22,1034.7,0,0
2024-03-23,974.2,0,0
2024-03-24,870.0,0,0
2024-03-25,988.8,0,0
2024-03-26,972.0,0,0
2024-03-27,986.1,0,0
2024-03-28,1059.0,0,0
2024-03-29,740.5,1,0
2024-03-30,992.7,0,0
2024-03-31,943.3,0,0
2024-04-01,705.0,1,0
2024-04-02,1005.0,0,0
2024-04-03,1003.1,0,0
2024-04-04,977.1,0,0
2024-04-05,1005.9,0,0
2024-04-06,1071.0,0,0
2024-04-07,964.3,0,0
2024-04-08,995.7,0,0
2024-04-09,990.8,0,0
2024-04-10,974.0,0,0
2024-04-11,1030.6,0,0
2024-04-12,1032.2,0,0
2024-04-13,910.5,0,0
2024-04-14,953.2,0,0
2024-04-15,991.5,0,0
2024-04-16,1082.1,0,0
2024-04-17,1025.8,0,0
2024-04-18,1096.8,0,0
2024-04-19,999.7,0,0
2024-04-20,968.1,0,0
2024-04-21,950.3,0,0
2024-04-22,1070.0,0,0
2024-04-23,1048.7,0,0
2024-04-24,968.4,0,0
2024-04-25,1032.8,0,0
2024-04-26,1026.3,0,0
2024-04-27,966.6,0,0
2024-04-28,912.4,0,0
2024-04-29,1105.9,0,0
2024-04-30,1010.3,0,0
2024-05-01,660.4,1,0
2024-05-02,1057.7,0,0
2024-05-03,1035.4,0,0
2024-05-04,986.7,0,0
2024-05-05,980.8,0,0
2024-05-06,1053.2,0,0
2024-05-07,1048.0,0,0
2024-05-08,1075.5,0,0
2024-05-09,1045.4,0,0
2024-05-10,1005.3,0,0
2024-05-11,977.2,0,0
2024-05-12,925.5,0,0
2024-05-13,1043.8,0,0
2024-05-14,986.2,0,0
2024-05-15,952.6,0,0
2024-05-16,1039.4,0,0
2024-05-17,975.6,0,0
2024-05-18,908.2,0,0
2024-05-19,968.2,0,0
2024-05-20,1004.7,0,0
2024-05-21,1059.2,0,0
2024-05-22,1013.3,0,0
2024-05-23,986.9,0,0
2024-05-24,981.6,0,0
2024-05-25,974.6,0,0
2024-05-26,940.7,0,0
2024-05-27,1001.1,0,0
2024-05-28,1025.6,0,0
2024-05-29,969.3,0,0
2024-05-30,1039.2,0,0
2024-05-31,957.9,0,0
2024-06-01,659.9,1,0
2024-06-02,985.1,0,0
2024-06-03,1087.9,0,0
2024-06-04,1115.9,0,0
2024-06-05,1178.7,0,1
2024-06-06,1282.9,0,1
2024-06-07,1303.0,0,1
2024-06-08,1252.8,0,1
2024-06-09,911.7,0,0
2024-06-10,1057.0,0,0
2024-06-11,1122.1,0,0
2024-06-12,970.9,0,0
2024-06-13,1059.5,0,0
2024-06-14,1088.0,0,0
2024-06-15,966.4,0,0
2024-06-16,978.8,0,0
2024-06-17,989.2,0,0
2024-06-18,1000.6,0,0
2024-06-19,1000.1,0,0
2024-06-20,1045.3,0,0
2024-06-21,1032.3,0,0
2024-06-22,1039.0,0,0
2024-06-23,908.4,0,0
2024-06-24,1029.5,0,0
2024-06-25,1078.3,0,0
2024-06-26,1060.0,0,0
2024-06-27,974.7,0,0
2024-06-28,1063.9,0,0
2024-06-29,972.0,0,0
2024-06-30,965.5,0,0
2024-07-01,1046.2,0,0
2024-07-02,1087.1,0,0
2024-07-03,1037.0,0,0
2024-07-04,947.9,0,0
2024-07-05,969.1,0,0
2024-07-06,1023.2,0,0
2024-07-07,933.1,0,0
2024-07-08,1080.4,0,0
2024-07-09,1041.0,0,0
2024-07-10,994.4,0,0
2024-07-11,1076.2,0,0
2024-07-12,990.6,0,0
2024-07-13,893.9,0,0
2024-07-14,1033.5,0,0
2024-07-15,939.1,0,0
2024-07-16,1053.0,0,0
2024-07-17,1066.0,0,0
2024-07-18,1029.7,0,0
2024-07-19,946.6,0,0
2024-07-20,1027.4,0,0
2024-07-21,871.1,0,0
2024-07-22,959.8,0,0
2024-07-23,1003.3,0,0
2024-07-24,1054.3,0,0
2024-07-25,1031.6,0,0
2024-07-26,1053.8,0,0
2024-07-27,956.6,0,0
2024-07-28,923.0,0,0
2024-07-29,963.8,0,0
2024-07-30,999.9,0,0
2024-07-31,1040.0,0,0
2024-08-01,999.0,0,0
2024-08-02,1033.1,0,0
2024-08-03,945.1,0,0
2024-08-04,898.4,0,0
2024-08-05,1011.0,0,0
2024-08-06,999.6,0,0
2024-08-07,1034.1,0,0
2024-08-08,1014.6,0,0
2024-08-09,1084.0,0,0
2024-08-10,955.0,0,0
2024-08-11,908.7,0,0
2024-08-12,956.3,0,0
2024-08-13,1003.2,0,0
2024-08-14,1032.0,0,0
2024-08-15,967.1,0,0
2024-08-16,997.2,0,0
2024-08-17,990.9,0,0
2024-08-18,906.9,0,0
2024-08-19,973.3,0,0
2024-08-20,1039.6,0,0
2024-08-21,999.2,0,0
2024-08-22,1011.8,0,0
2024-08-23,1045.7,0,0
2024-08-24,1003.6,0,0
2024-08-25,890.5,0,0
2024-08-26,966.5,0,0
2024-08-27,1002.0,0,0
2024-08-28,982.3,0,0
2024-08-29,901.8,0,0
2024-08-30,1043.8,0,0
2024-08-31,946.3,0,0
2024-09-01,932.6,0,0
2024-09-02,930.8,0,0
2024-09-03,1040.6,0,0
2024-09-04,955.2,0,0
2024-09-05,975.9,0,0
2024-09-06,916.8,0,0
2024-09-07,931.4,0,0
2024-09-08,882.6,0,0
2024-09-09,968.7,0,0
2024-09-10,995.8,0,0
2024-09-11,977.9,0,0
2024-09-12,1018.2,0,0
2024-09-13,952.3,0,0
2024-09-14,887.6,0,0
2024-09-15,885.7,0,0
2024-09-16,998.9,0,0
2024-09-17,1025.8,0,0
2024-09-18,1005.5,0,0
2024-09-19,888.5,0,0
2024-09-20,984.1,0,0
2024-09-21,991.9,0,0
2024-09-22,883.2,0,0
2024-09-23,941.3,0,0
2024-09-24,977.6,0,0
2024-09-25,940.2,0,0
2024-09-26,990.7,0,0
2024-09-27,960.6,0,0
2024-09-28,983.0,0,0
2024-09-29,897.0,0,0
2024-09-30,926.2,0,0
2024-10-01,985.2,0,0
2024-10-02,999.3,0,0
2024-10-03,930.8,0,0
2024-10-04,936.5,0,0
2024-10-05,811.1,0,0
2024-10-06,909.8,0,0
2024-10-07,927.0,0,0
2024-10-08,857.2,0,0
2024-10-09,872.4,0,0
2024-10-10,941.2,0,0
2024-10-11,984.8,0,0
2024-10-12,905.9,0,0
2024-10-13,885.5,0,0
2024-10-14,899.0,0,0
2024-10-15,887.6,0,0
2024-10-16,987.2,0,0
2024-10-17,968.9,0,0
2024-10-18,944.8,0,0
2024-10-19,963.2,0,0
2024-10-20,487.2,1,0
2024-10-21,925.5,0,0
2024-10-22,990.1,0,0
2024-10-23,1026.1,0,0
2024-10-24,943.2,0,0
2024-10-25,1017.9,0,0
2024-10-26,874.7,0,0
2024-10-27,9999.0,0,0
2024-10-28,933.1,0,0
2024-10-29,869.0,0,0
2024-10-30,951.7,0,0
2024-10-31,981.6,0,0
2024-11-01,932.6,0,0
2024-11-02,895.7,0,0
2024-11-03,916.2,0,0
2024-11-04,881.9,0,0
2024-11-05,870.4,0,0
2024-11-06,908.1,0,0
2024-11-07,883.4,0,0
2024-11-08,997.5,0,0
2024-11-09,910.6,0,0
2024-11-10,812.5,0,0
2024-11-11,908.5,0,0
2024-11-12,1064.7,0,0
2024-11-13,908.3,0,0
2024-11-14,901.3,0,0
2024-11-15,949.1,0,0
2024-11-16,924.0,0,0
2024-11-17,860.1,0,0
2024-11-18,894.2,0,0
2024-11-19,882.8,0,0
2024-11-20,961.7,0,0
2024-11-21,932.4,0,0
2024-11-22,860.9,0,0
2024-11-23,947.4,0,0
2024-11-24,884.6,0,0
2024-11-25,1133.9,0,1
2024-11-26,1133.1,0,1
2024-11-27,1155.2,0,1
2024-11-28,1114.0,0,1
2024-11-29,1084.3,0,1
2024-11-30,909.6,0,0
2024-12-01,785.4,0,0
2024-12-02,952.9,0,0
2024-12-03,870.6,0,0
2024-12-04,931.2,0,0
2024-12-05,929.7,0,0
2024-12-06,1016.3,0,0
2024-12-07,848.4,0,0
2024-12-08,787.8,0,0
2024-12-09,907.7,0,0
2024-12-10,886.5,0,0
2024-12-11,910.8,0,0
2024-12-12,626.6,1,0
2024-12-13,972.7,0,0
2024-12-14,973.0,0,0
2024-12-15,820.5,0,0
2024-12-16,1057.8,0,0
2024-12-17,1028.7,0,0
2024-12-18,930.7,0,0
2024-12-19,837.2,0,0
2024-12-20,937.0,0,0
2024-12-21,904.5,0,0
2024-12-22,753.2,0,0
2024-12-23,945.5,0,0
2024-12-24,933.7,0,0
2024-12-25,577.9,1,0
2024-12-26,642.0,1,0
2024-12-27,989.6,0,0
2024-12-28,883.0,0,0
2024-12-29,870.8,0,0
2024-12-30,916.7,0,0
2024-12-31,911.4,0,0
2025-01-01,620.6,1,0
2025-01-02,971.2,0,0
2025-01-03,922.9,0,0
2025-01-04,809.3,0,0
2025-01-05,891.0,0,0
2025-01-06,878.5,0,0
2025-01-07,956.5,0,0
2025-01-08,1031.8,0,0
2025-01-09,,0,0
2025-01-10,899.7,0,0
2025-01-11,848.3,0,0
2025-01-12,922.5,0,0
2025-01-13,954.9,0,0
2025-01-14,980.7,0,0
2025-01-15,998.9,0,0
2025-01-16,955.9,0,0
2025-01-17,945.0,0,0
2025-01-18,877.2,0,0
2025-01-19,737.0,0,0
2025-01-20,893.2,0,0
2025-01-21,959.3,0,0
2025-01-22,955.5,0,0
2025-01-23,982.4,0,0
2025-01-24,959.5,0,0
2025-01-25,933.3,0,0
2025-01-26,917.5,0,0
2025-01-27,928.2,0,0
2025-01-28,956.1,0,0
2025-01-29,897.6,0,0
2025-01-30,1014.7,0,0
2025-01-31,973.7,0,0
2025-02-01,955.0,0,0
2025-02-02,958.4,0,0
2025-02-03,1023.5,0,0
2025-02-04,973.3,0,0
2025-02-05,1012.5,0,0
2025-02-06,913.6,0,0
2025-02-07,998.6,0,0
2025-02-08,946.4,0,0
2025-02-09,823.4,0,0
2025-02-10,1042.5,0,0
2025-02-11,951.7,0,0
2025-02-12,1015.2,0,0
2025-02-13,966.6,0,0
2025-02-14,1031.3,0,0
2025-02-15,1006.7,0,0
2025-02-16,866.4,0,0
2025-02-17,921.0,0,0
2025-02-18,985.1,0,0
2025-02-19,1030.3,0,0
2025-02-20,976.5,0,0
2025-02-21,966.7,0,0
2025-02-22,977.4,0,0
2025-02-23,787.3,0,0
2025-02-24,967.7,0,0
2025-02-25,936.5,0,0
2025-02-26,1013.2,0,0
2025-02-27,967.9,0,0
2025-02-28,951.9,0,0
2025-03-01,947.3,0,0
2025-03-02,853.3,0,0
2025-03-03,1004.9,0,0
2025-03-04,975.9,0,0
2025-03-05,990.8,0,0
2025-03-06,976.6,0,0
2025-03-07,1051.0,0,0
2025-03-08,966.2,0,0
2025-03-09,950.8,0,0
2025-03-10,1244.9,0,1
2025-03-11,1188.1,0,1
2025-03-12,1251.2,0,1
2025-03-13,1242.3,0,1
2025-03-14,1031.8,0,0
2025-03-15,960.9,0,0
2025-03-16,915.7,0,0
2025-03-17,1056.3,0,0
2025-03-18,1120.3,0,0
2025-03-19,985.8,0,0
2025-03-20,1048.3,0,0
2025-03-21,1008.8,0,0
2025-03-22,1021.7,0,0
2025-03-23,962.1,0,0
2025-03-24,1076.2,0,0
2025-03-25,903.7,0,0
2025-03-26,1003.5,0,0
2025-03-27,987.1,0,0
2025-03-28,1027.7,0,0
2025-03-29,961.0,0,0
2025-03-30,920.7,0,0
2025-03-31,1066.2,0,0
2025-04-01,1122.1,0,0
2025-04-02,910.4,0,0
2025-04-03,1024.5,0,0
2025-04-04,1053.5,0,0
2025-04-05,1000.6,0,0
2025-04-06,940.8,0,0
2025-04-07,981.3,0,0
2025-04-08,1000.7,0,0
2025-04-09,1076.7,0,0
2025-04-10,1093.4,0,0
2025-04-11,1050.2,0,0
2025-04-12,969.1,0,0
2025-04-13,966.9,0,0
2025-04-14,1037.6,0,0
2025-04-15,1073.8,0,0
2025-04-16,1055.4,0,0
2025-04-17,1022.9,0,0
2025-04-18,730.3,1,0
2025-04-19,959.4,0,0
2025-04-20,1005.1,0,0
2025-04-21,777.2,1,0
2025-04-22,1001.7,0,0
2025-04-23,1074.4,0,0
2025-04-24,1011.6,0,0
2025-04-25,1105.1,0,0
2025-04-26,1058.2,0,0
2025-04-27,962.9,0,0
2025-04-28,1103.7,0,0
2025-04-29,1040.1,0,0
2025-04-30,1031.2,0,0
2025-05-01,705.2,1,0
2025-05-02,1055.0,0,0
2025-05-03,1007.4,0,0
2025-05-04,984.5,0,0
2025-05-05,1035.4,0,0
2025-05-06,1098.0,0,0
2025-05-07,1110.1,0,0
2025-05-08,1042.3,0,0
2025-05-09,1000.9,0,0
2025-05-10,1058.1,0,0
2025-05-11,1032.2,0,0
2025-05-12,1059.1,0,0
2025-05-13,1009.0,0,0
2025-05-14,1079.3,0,0
2025-05-15,1136.3,0,0
2025-05-16,983.6,0,0
2025-05-17,1049.9,0,0
2025-05-18,969.6,0,0
2025-05-19,1030.5,0,0
2025-05-20,1091.7,0,0
2025-05-21,1011.2,0,0
2025-05-22,1083.2,0,0
2025-05-23,1129.2,0,0
2025-05-24,1038.3,0,0
2025-05-25,946.1,0,0
2025-05-26,990.7,0,0
2025-05-27,1013.2,0,0
2025-05-28,988.2,0,0
2025-05-29,1143.2,0,0
2025-05-30,1060.1,0,0
2025-05-31,984.4,0,0
2025-06-01,598.1,1,0
2025-06-02,1023.6,0,0
2025-06-03,1056.5,0,0
2025-06-04,1014.0,0,0
2025-06-05,1147.1,0,0
2025-06-06,1038.1,0,0
2025-06-07,996.5,0,0
2025-06-08,1000.5,0,0
2025-06-09,1136.9,0,0
2025-06-10,1131.1,0,0
2025-06-11,1049.5,0,0
2025-06-12,1082.8,0,0
2025-06-13,1077.9,0,0
2025-06-14,1054.9,0,0
2025-06-15,997.4,0,0
2025-06-16,1028.2,0,0
2025-06-17,1013.8,0,0
2025-06-18,1078.2,0,0
2025-06-19,1016.8,0,0
2025-06-20,1131.2,0,0
2025-06-21,1031.4,0,0
2025-06-22,938.1,0,0
2025-06-23,1054.5,0,0
2025-06-24,1045.9,0,0
2025-06-25,1062.5,0,0
2025-06-26,1110.6,0,0
2025-06-27,1002.7,0,0
2025-06-28,943.2,0,0
2025-06-29,,0,0
2025-06-30,1058.5,0,0
2025-07-01,1283.4,0,1
2025-07-02,1295.6,0,1
2025-07-03,1267.0,0,1
2025-07-04,1310.7,0,1
2025-07-05,1194.0,0,1
2025-07-06,981.6,0,0
2025-07-07,1025.8,0,0
2025-07-08,1011.8,0,0
2025-07-09,1089.8,0,0
2025-07-10,1087.2,0,0
2025-07-11,973.6,0,0
2025-07-12,970.0,0,0
2025-07-13,988.0,0,0
2025-07-14,1107.4,0,0
2025-07-15,1028.6,0,0
2025-07-16,1049.7,0,0
2025-07-17,993.7,0,0
2025-07-18,1169.7,0,0
2025-07-19,1037.4,0,0
2025-07-20,1010.6,0,0
2025-07-21,1084.2,0,0
2025-07-22,1095.9,0,0
2025-07-23,1080.6,0,0
2025-07-24,1037.4,0,0
2025-07-25,1085.2,0,0
2025-07-26,1014.6,0,0
2025-07-27,1023.6,0,0
2025-07-28,,0,0
2025-07-29,1024.3,0,0
2025-07-30,1077.6,0,0
2025-07-31,1104.7,0,0
2025-08-01,1052.8,0,0
2025-08-02,973.4,0,0
2025-08-03,954.3,0,0
2025-08-04,1021.4,0,0
2025-08-05,1128.3,0,0
2025-08-06,1082.6,0,0
2025-08-07,1098.2,0,0
2025-08-08,1054.0,0,0
2025-08-09,974.6,0,0
2025-08-10,1006.5,0,0
2025-08-11,1112.2,0,0
2025-08-12,1063.1,0,0
2025-08-13,1034.9,0,0
2025-08-14,1083.8,0,0
2025-08-15,1017.5,0,0
2025-08-16,1027.7,0,0
2025-08-17,915.4,0,0
2025-08-18,987.8,0,0
2025-08-19,1056.0,0,0
2025-08-20,1044.8,0,0
2025-08-21,1114.4,0,0
2025-08-22,1015.2,0,0
2025-08-23,987.9,0,0
2025-08-24,889.6,0,0
2025-08-25,940.9,0,0
2025-08-26,943.9,0,0
2025-08-27,1043.9,0,0
2025-08-28,969.2,0,0
2025-08-29,1071.9,0,0
2025-08-30,1044.3,0,0
2025-08-31,921.5,0,0
2025-09-01,1093.0,0,0
2025-09-02,1027.7,0,0
2025-09-03,1067.1,0,0
2025-09-04,1005.4,0,0
2025-09-05,1057.8,0,0
2025-09-06,931.2,0,0
2025-09-07,955.8,0,0
2025-09-08,991.2,0,0
2025-09-09,1005.0,0,0
2025-09-10,1038.4,0,0
2025-09-11,1016.8,0,0
2025-09-12,1004.8,0,0
2025-09-13,1000.0,0,0
2025-09-14,957.4,0,0
2025-09-15,943.1,0,0
2025-09-16,1029.6,0,0
2025-09-17,1033.8,0,0
2025-09-18,968.9,0,0
2025-09-19,1019.2,0,0
2025-09-20,901.3,0,0
2025-09-21,979.8,0,0
2025-09-22,988.5,0,0
2025-09-23,994.8,0,0
2025-09-24,1051.3,0,0
2025-09-25,990.2,0,0
2025-09-26,1022.7,0,0
2025-09-27,907.8,0,0
2025-09-28,883.5,0,0
2025-09-29,930.6,0,0
2025-09-30,983.1,0,0
2025-10-01,1038.1,0,0
2025-10-02,1000.9,0,0
2025-10-03,1029.9,0,0
2025-10-04,903.2,0,0
2025-10-05,863.8,0,0
2025-10-06,966.9,0,0
2025-10-07,1012.8,0,0
2025-10-08,1002.4,0,0
2025-10-09,984.9,0,0
2025-10-10,1012.9,0,0
2025-10-11,937.4,0,0
2025-10-12,897.6,0,0
2025-10-13,1041.6,0,0
2025-10-14,955.8,0,0
2025-10-15,989.8,0,0
2025-10-16,1053.4,0,0
2025-10-17,984.9,0,0
2025-10-18,,0,0
2025-10-19,866.8,0,0
2025-10-20,,1,0
2025-10-21,876.7,0,0
2025-10-22,926.3,0,0
2025-10-23,929.4,0,0
2025-10-24,1049.2,0,0
2025-10-25,951.6,0,0
2025-10-26,878.5,0,0
2025-10-27,917.1,0,0
2025-10-28,990.7,0,0
2025-10-29,979.0,0,0
2025-10-30,942.2,0,0
2025-10-31,905.9,0,0
2025-11-01,883.0,0,0
2025-11-02,896.8,0,0
2025-11-03,985.8,0,0
2025-11-04,974.7,0,0
2025-11-05,964.3,0,0
2025-11-06,891.2,0,0
2025-11-07,972.6,0,0
2025-11-08,883.7,0,0
2025-11-09,886.8,0,0
2025-11-10,,0,0
2025-11-11,938.9,0,0
2025-11-12,923.1,0,0
2025-11-13,1013.6,0,0
2025-11-14,984.5,0,0
2025-11-15,899.9,0,0
2025-11-16,748.4,0,0
2025-11-17,966.0,0,0
2025-11-18,996.4,0,0
2025-11-19,1018.4,0,0
2025-11-20,937.4,0,0
2025-11-21,,0,0
2025-11-22,907.8,0,0
2025-11-23,920.4,0,0
2025-11-24,1124.8,0,1
2025-11-25,1172.6,0,1
2025-11-26,1136.0,0,1
2025-11-27,1189.8,0,1
2025-11-28,1107.8,0,1
2025-11-29,944.8,0,0
2025-11-30,860.6,0,0
2025-12-01,957.9,0,0
2025-12-02,991.8,0,0
2025-12-03,1019.7,0,0
2025-12-04,892.1,0,0
2025-12-05,1013.7,0,0
2025-12-06,953.9,0,0
2025-12-07,870.7,0,0
2025-12-08,1032.4,0,0
2025-12-09,977.9,0,0
2025-12-10,1027.9,0,0
2025-12-11,943.3,0,0
2025-12-12,601.3,1,0
2025-12-13,985.7,0,0
2025-12-14,983.3,0,0
2025-12-15,999.8,0,0
2025-12-16,1011.7,0,0
2025-12-17,950.7,0,0
2025-12-18,912.8,0,0
2025-12-19,962.6,0,0
2025-12-20,1000.8,0,0
2025-12-21,805.0,0,0
2025-12-22,951.9,0,0
2025-12-23,888.5,0,0
2025-12-24,980.0,0,0
2025-12-25,685.0,1,0
2025-12-26,590.3,1,0
2025-12-27,918.3,0,0
2025-12-28,951.9,0,0
2025-12-29,973.9,0,0
2025-12-30,922.7,0,0
2025-12-31,919.8,0,0
2025-05-15,1136.3,0,0
